,SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
691,86388,7,5,584.0,4,5010.0,2013-12-19,97360.4,14604.06,111964.46,0.0,2013-12-23,True,10,2013-12-23 09:00:00
692,86749,4,5,585.0,4,9799.0,2013-12-20,416436.0,62465.4,478901.4,0.0,2013-12-23,True,10,2013-12-23 09:00:00
693,86752,7,5,586.0,4,4202.0,2013-12-20,100168.4,15025.26,115193.66,0.0,2013-12-23,True,10,2013-12-23 09:00:00
694,87123,4,5,587.0,4,8577.0,2013-12-23,415692.0,62353.8,478045.8,0.0,2013-12-23,True,10,2013-12-23 09:00:00
695,87126,7,5,588.0,4,5075.0,2013-12-23,100322.0,15048.3,115370.3,0.0,2013-12-23,True,10,2013-12-23 09:00:00
696,87128,4,5,589.0,4,7883.0,2013-12-23,672.0,100.8,772.8,0.0,2013-12-23,True,10,2013-12-23 09:00:00
697,87130,7,5,590.0,4,4358.0,2013-12-23,340.0,51.0,391.0,0.0,2013-12-23,True,10,2013-12-23 09:00:00
698,87131,4,7,,4,,2013-12-23,0.0,0.0,-2380575.9,0.0,2013-12-23,True,10,2013-12-23 09:00:00
699,87132,7,7,,4,,2013-12-23,0.0,0.0,-567491.42,0.0,2013-12-23,True,10,2013-12-23 09:00:00
700,87420,4,5,591.0,4,125.0,2013-12-24,416664.0,62499.6,479163.6,0.0,2013-12-30,True,2,2013-12-30 09:00:00
701,87423,7,5,592.0,4,580.0,2013-12-24,102471.6,15370.74,117842.34,0.0,2013-12-30,True,2,2013-12-30 09:00:00
702,87792,4,5,593.0,4,6316.0,2013-12-25,419304.0,62895.6,482199.6,0.0,2013-12-30,True,2,2013-12-30 09:00:00
703,87795,7,5,594.0,4,1263.0,2013-12-25,102054.8,15308.22,117363.02,0.0,2013-12-30,True,2,2013-12-30 09:00:00
704,88119,4,5,595.0,4,460.0,2013-12-26,419808.0,62971.2,482779.2,0.0,2013-12-30,True,2,2013-12-30 09:00:00
705,88122,7,5,596.0,4,4298.0,2013-12-26,102702.0,15405.3,118107.3,0.0,2013-12-30,True,2,2013-12-30 09:00:00
706,88352,4,5,597.0,4,8445.0,2013-12-27,420402.0,63060.3,483462.3,0.0,2013-12-30,True,2,2013-12-30 09:00:00
707,88355,7,5,598.0,4,8770.0,2013-12-27,104835.2,15725.28,120560.48,0.0,2013-12-30,True,2,2013-12-30 09:00:00
708,88863,4,5,599.0,4,1360.0,2013-12-30,422610.0,63391.5,486001.5,0.0,2013-12-30,True,2,2013-12-30 09:00:00
709,88866,7,5,600.0,4,7516.0,2013-12-30,104610.4,15691.56,120301.96,0.0,2013-12-30,True,2,2013-12-30 09:00:00
710,88868,4,5,601.0,4,1965.0,2013-12-30,384.0,57.6,441.6,0.0,2013-12-30,True,2,2013-12-30 09:00:00
711,88869,4,7,,4,,2013-12-30,0.0,0.0,-2414047.8,0.0,2013-12-30,True,2,2013-12-30 09:00:00
712,88870,7,7,,4,,2013-12-30,0.0,0.0,-594175.1,0.0,2013-12-30,True,2,2013-12-30 09:00:00
713,89152,4,5,602.0,4,4981.0,2013-12-31,422070.0,63310.5,485380.5,0.0,2014-01-06,True,9,2014-01-06 09:00:00
714,89155,7,5,603.0,4,7299.0,2013-12-31,103776.8,15566.52,119343.32,0.0,2014-01-06,True,9,2014-01-06 09:00:00
715,89564,4,5,604.0,4,2732.0,2014-01-01,423120.0,63468.0,486588.0,0.0,2014-01-06,True,9,2014-01-06 09:00:00
716,89567,7,5,605.0,4,3713.0,2014-01-01,103360.0,15504.0,118864.0,0.0,2014-01-06,True,9,2014-01-06 09:00:00
717,90006,4,5,606.0,4,9730.0,2014-01-02,424728.0,63709.2,488437.2,0.0,2014-01-06,True,9,2014-01-06 09:00:00
718,90009,7,5,607.0,4,6232.0,2014-01-02,104232.0,15634.8,119866.8,0.0,2014-01-06,True,9,2014-01-06 09:00:00
719,90286,4,5,608.0,4,3258.0,2014-01-03,424212.0,63631.8,487843.8,0.0,2014-01-06,True,9,2014-01-06 09:00:00
720,90289,7,5,609.0,4,7340.0,2014-01-03,103815.2,15572.28,119387.48,0.0,2014-01-06,True,9,2014-01-06 09:00:00
721,90852,4,5,610.0,4,2296.0,2014-01-06,425934.0,63890.1,489824.1,0.0,2014-01-06,True,9,2014-01-06 09:00:00
722,90855,7,5,611.0,4,4652.0,2014-01-06,106332.4,15949.86,122282.26,0.0,2014-01-06,True,9,2014-01-06 09:00:00
723,90858,4,5,612.0,4,8304.0,2014-01-06,1260.0,189.0,1449.0,0.0,2014-01-06,True,9,2014-01-06 09:00:00
724,90859,4,7,,4,,2014-01-06,0.0,0.0,-2439522.6,0.0,2014-01-06,True,9,2014-01-06 09:00:00
725,90860,7,7,,4,,2014-01-06,0.0,0.0,-599743.86,0.0,2014-01-06,True,9,2014-01-06 09:00:00
726,91130,4,5,613.0,4,109.0,2014-01-07,427194.0,64079.1,491273.1,0.0,2014-01-13,True,7,2014-01-13 09:00:00
727,91133,7,5,614.0,4,1341.0,2014-01-07,105498.8,15824.82,121323.62,0.0,2014-01-13,True,7,2014-01-13 09:00:00
728,91407,4,5,615.0,4,2031.0,2014-01-08,428130.0,64219.5,492349.5,0.0,2014-01-13,True,7,2014-01-13 09:00:00
729,91410,7,5,616.0,4,2485.0,2014-01-08,106650.4,15997.56,122647.96,0.0,2014-01-13,True,7,2014-01-13 09:00:00
730,91622,4,5,617.0,4,3777.0,2014-01-09,427050.0,64057.5,491107.5,0.0,2014-01-13,True,7,2014-01-13 09:00:00
731,91625,7,5,618.0,4,9647.0,2014-01-09,107763.6,16164.54,123928.14,0.0,2014-01-13,True,7,2014-01-13 09:00:00
732,91815,4,5,619.0,4,5550.0,2014-01-10,427170.0,64075.5,491245.5,0.0,2014-01-13,True,7,2014-01-13 09:00:00
733,91818,7,5,620.0,4,5433.0,2014-01-10,109216.8,16382.52,125599.32,0.0,2014-01-13,True,7,2014-01-13 09:00:00
734,92434,4,5,621.0,4,7634.0,2014-01-13,430404.0,64560.6,494964.6,0.0,2014-01-13,True,7,2014-01-13 09:00:00
735,92437,7,5,622.0,4,6567.0,2014-01-13,108800.0,16320.0,125120.0,0.0,2014-01-13,True,7,2014-01-13 09:00:00
736,92439,4,5,623.0,4,9940.0,2014-01-13,840.0,126.0,966.0,0.0,2014-01-13,True,7,2014-01-13 09:00:00
737,92440,4,7,,4,,2014-01-13,0.0,0.0,-2461906.2,0.0,2014-01-13,True,7,2014-01-13 09:00:00
738,92441,7,7,,4,,2014-01-13,0.0,0.0,-618619.04,0.0,2014-01-13,True,7,2014-01-13 09:00:00
739,92724,4,5,624.0,4,9407.0,2014-01-14,431232.0,64684.8,495916.8,0.0,2014-01-20,True,13,2014-01-20 09:00:00
740,92727,7,5,625.0,4,9532.0,2014-01-14,108854.8,16328.22,125183.02,0.0,2014-01-20,True,13,2014-01-20 09:00:00
741,92925,4,5,626.0,4,3790.0,2014-01-15,431100.0,64665.0,495765.0,0.0,2014-01-20,True,13,2014-01-20 09:00:00
742,92928,7,5,627.0,4,2869.0,2014-01-15,109842.0,16476.3,126318.3,0.0,2014-01-20,True,13,2014-01-20 09:00:00
743,93392,4,5,628.0,4,5016.0,2014-01-16,432276.0,64841.4,497117.4,0.0,2014-01-20,True,13,2014-01-20 09:00:00
744,93395,7,5,629.0,4,7761.0,2014-01-16,113308.0,16996.2,130304.2,0.0,2014-01-20,True,13,2014-01-20 09:00:00
745,93742,4,5,630.0,4,30.0,2014-01-17,435240.0,65286.0,500526.0,0.0,2014-01-20,True,13,2014-01-20 09:00:00
746,93745,7,5,631.0,4,7469.0,2014-01-17,113044.8,16956.72,130001.52,0.0,2014-01-20,True,13,2014-01-20 09:00:00
747,94192,4,5,632.0,4,8574.0,2014-01-20,437484.0,65622.6,503106.6,0.0,2014-01-20,True,13,2014-01-20 09:00:00
748,94195,7,5,633.0,4,1618.0,2014-01-20,113478.0,17021.7,130499.7,0.0,2014-01-20,True,13,2014-01-20 09:00:00
749,94201,4,5,634.0,4,8269.0,2014-01-20,2406.0,360.9,2766.9,0.0,2014-01-20,True,13,2014-01-20 09:00:00
750,94204,7,5,635.0,4,7897.0,2014-01-20,1968.8,295.32,2264.12,0.0,2014-01-20,True,13,2014-01-20 09:00:00
751,94205,4,7,,4,,2014-01-20,0.0,0.0,-2495198.7,0.0,2014-01-20,True,13,2014-01-20 09:00:00
752,94206,7,7,,4,,2014-01-20,0.0,0.0,-644570.86,0.0,2014-01-20,True,13,2014-01-20 09:00:00
753,94500,4,5,636.0,4,8941.0,2014-01-21,442674.0,66401.1,509075.1,0.0,2014-01-27,True,17,2014-01-27 09:00:00
754,94503,7,5,637.0,4,735.0,2014-01-21,118117.6,17717.64,135835.24,0.0,2014-01-27,True,17,2014-01-27 09:00:00
755,94834,4,5,638.0,4,9060.0,2014-01-22,443550.0,66532.5,510082.5,0.0,2014-01-27,True,17,2014-01-27 09:00:00
756,94837,7,5,639.0,4,8264.0,2014-01-22,121122.8,18168.42,139291.22,0.0,2014-01-27,True,17,2014-01-27 09:00:00
757,95288,4,5,640.0,4,1894.0,2014-01-23,444102.0,66615.3,510717.3,0.0,2014-01-27,True,17,2014-01-27 09:00:00
758,95291,7,5,641.0,4,9313.0,2014-01-23,123086.0,18462.9,141548.9,0.0,2014-01-27,True,17,2014-01-27 09:00:00
759,95591,4,5,642.0,4,534.0,2014-01-24,444426.0,66663.9,511089.9,0.0,2014-01-27,True,17,2014-01-27 09:00:00
760,95594,7,5,643.0,4,2044.0,2014-01-24,122976.4,18446.46,141422.86,0.0,2014-01-27,True,17,2014-01-27 09:00:00
761,96030,4,5,644.0,4,1727.0,2014-01-27,445116.0,66767.4,511883.4,0.0,2014-01-27,True,17,2014-01-27 09:00:00
762,96033,7,5,645.0,4,1864.0,2014-01-27,123793.6,18569.04,142362.64,0.0,2014-01-27,True,17,2014-01-27 09:00:00
763,96035,7,5,646.0,4,1086.0,2014-01-27,340.0,51.0,391.0,0.0,2014-01-27,True,17,2014-01-27 09:00:00
764,96036,4,7,,4,,2014-01-27,0.0,0.0,-2552848.2,0.0,2014-01-27,True,17,2014-01-27 09:00:00
765,96037,7,7,,4,,2014-01-27,0.0,0.0,-700851.86,0.0,2014-01-27,True,17,2014-01-27 09:00:00
766,96405,4,5,647.0,4,200.0,2014-01-28,447036.0,67055.4,514091.4,0.0,2014-02-03,True,6,2014-02-03 09:00:00
767,96408,7,5,648.0,4,8808.0,2014-01-28,128065.6,19209.84,147275.44,0.0,2014-02-03,True,6,2014-02-03 09:00:00
768,96705,4,5,649.0,4,5564.0,2014-01-29,447840.0,67176.0,515016.0,0.0,2014-02-03,True,6,2014-02-03 09:00:00
769,96708,7,5,650.0,4,7719.0,2014-01-29,127648.8,19147.32,146796.12,0.0,2014-02-03,True,6,2014-02-03 09:00:00
770,97142,4,5,651.0,4,7456.0,2014-01-30,449076.0,67361.4,516437.4,0.0,2014-02-03,True,6,2014-02-03 09:00:00
771,97145,7,5,652.0,4,2056.0,2014-01-30,129162.4,19374.36,148536.76,0.0,2014-02-03,True,6,2014-02-03 09:00:00
772,97350,4,5,653.0,4,4877.0,2014-01-31,450336.0,67550.4,517886.4,0.0,2014-02-03,True,6,2014-02-03 09:00:00
773,97353,7,5,654.0,4,9731.0,2014-01-31,131454.8,19718.22,151173.02,0.0,2014-02-03,True,6,2014-02-03 09:00:00
774,97892,4,5,655.0,4,3853.0,2014-02-03,455298.0,68294.7,523592.7,0.0,2014-02-03,True,6,2014-02-03 09:00:00
775,97895,7,5,656.0,4,4634.0,2014-02-03,131844.4,19776.66,151621.06,0.0,2014-02-03,True,6,2014-02-03 09:00:00
776,97898,4,5,657.0,4,3489.0,2014-02-03,1032.0,154.8,1186.8,0.0,2014-02-03,True,6,2014-02-03 09:00:00
777,97900,7,5,658.0,4,7995.0,2014-02-03,115.2,17.28,132.48,0.0,2014-02-03,True,6,2014-02-03 09:00:00
778,97901,4,7,,4,,2014-02-03,0.0,0.0,-2588210.7,0.0,2014-02-03,True,6,2014-02-03 09:00:00
779,97902,7,7,,4,,2014-02-03,0.0,0.0,-745534.88,0.0,2014-02-03,True,6,2014-02-03 09:00:00
780,98166,4,5,659.0,4,4721.0,2014-02-04,456366.0,68454.9,524820.9,0.0,2014-02-10,True,12,2014-02-10 09:00:00
781,98169,7,5,660.0,4,515.0,2014-02-04,131323.6,19698.54,151022.14,0.0,2014-02-10,True,12,2014-02-10 09:00:00
782,98390,4,5,661.0,4,2863.0,2014-02-05,456258.0,68438.7,524696.7,0.0,2014-02-10,True,12,2014-02-10 09:00:00
783,98393,7,5,662.0,4,5207.0,2014-02-05,130906.8,19636.02,150542.82,0.0,2014-02-10,True,12,2014-02-10 09:00:00
784,98790,4,5,663.0,4,8723.0,2014-02-06,458046.0,68706.9,526752.9,0.0,2014-02-10,True,12,2014-02-10 09:00:00
785,98793,7,5,664.0,4,5813.0,2014-02-06,130758.8,19613.82,150372.62,0.0,2014-02-10,True,12,2014-02-10 09:00:00
786,99266,4,5,665.0,4,9208.0,2014-02-07,462654.0,69398.1,532052.1,0.0,2014-02-10,True,12,2014-02-10 09:00:00
787,99269,7,5,666.0,4,627.0,2014-02-07,132234.0,19835.1,152069.1,0.0,2014-02-10,True,12,2014-02-10 09:00:00
788,99794,4,5,667.0,4,6496.0,2014-02-10,461778.0,69266.7,531044.7,0.0,2014-02-10,True,12,2014-02-10 09:00:00
789,99797,7,5,668.0,4,2908.0,2014-02-10,131817.2,19772.58,151589.78,0.0,2014-02-10,True,12,2014-02-10 09:00:00
790,99801,4,5,669.0,4,8666.0,2014-02-10,2532.0,379.8,2911.8,0.0,2014-02-10,True,12,2014-02-10 09:00:00
791,99804,7,5,670.0,4,9905.0,2014-02-10,1173.6,176.04,1349.64,0.0,2014-02-10,True,12,2014-02-10 09:00:00
792,99805,4,7,,4,,2014-02-10,0.0,0.0,-2642279.1,0.0,2014-02-10,True,12,2014-02-10 09:00:00
793,99806,7,7,,4,,2014-02-10,0.0,0.0,-756946.1,0.0,2014-02-10,True,12,2014-02-10 09:00:00
794,100046,4,5,671.0,4,8778.0,2014-02-11,466236.0,69935.4,536171.4,0.0,2014-02-17,True,13,2014-02-17 09:00:00
795,100049,7,5,672.0,4,4919.0,2014-02-11,133084.0,19962.6,153046.6,0.0,2014-02-17,True,13,2014-02-17 09:00:00
796,100324,4,5,673.0,4,8102.0,2014-02-12,469434.0,70415.1,539849.1,0.0,2014-02-17,True,13,2014-02-17 09:00:00
797,100327,7,5,674.0,4,6228.0,2014-02-12,132705.6,19905.84,152611.44,0.0,2014-02-17,True,13,2014-02-17 09:00:00
798,100691,4,5,675.0,4,7634.0,2014-02-13,468738.0,70310.7,539048.7,0.0,2014-02-17,True,13,2014-02-17 09:00:00
799,100694,7,5,676.0,4,791.0,2014-02-13,133352.8,20002.92,153355.72,0.0,2014-02-17,True,13,2014-02-17 09:00:00
800,101148,4,5,677.0,4,1945.0,2014-02-14,472044.0,70806.6,542850.6,0.0,2014-02-17,True,13,2014-02-17 09:00:00
801,101151,7,5,678.0,4,8564.0,2014-02-14,133204.8,19980.72,153185.52,0.0,2014-02-17,True,13,2014-02-17 09:00:00
802,101476,4,5,679.0,4,3879.0,2014-02-17,472128.0,70819.2,542947.2,0.0,2014-02-17,True,13,2014-02-17 09:00:00
803,101479,7,5,680.0,4,7029.0,2014-02-17,132903.2,19935.48,152838.68,0.0,2014-02-17,True,13,2014-02-17 09:00:00
804,101483,4,5,681.0,4,3556.0,2014-02-17,2202.0,330.3,2532.3,0.0,2014-02-17,True,13,2014-02-17 09:00:00
805,101484,4,7,,4,,2014-02-17,0.0,0.0,-2703399.3,0.0,2014-02-17,True,13,2014-02-17 09:00:00
806,101485,7,7,,4,,2014-02-17,0.0,0.0,-765037.96,0.0,2014-02-17,True,13,2014-02-17 09:00:00
807,101739,4,5,682.0,4,2431.0,2014-02-18,476058.0,71408.7,547466.7,0.0,2014-02-24,True,4,2014-02-24 09:00:00
808,101742,7,5,683.0,4,8710.0,2014-02-18,133676.4,20051.46,153727.86,0.0,2014-02-24,True,4,2014-02-24 09:00:00
809,102082,4,5,684.0,4,8930.0,2014-02-19,479046.0,71856.9,550902.9,0.0,2014-02-24,True,4,2014-02-24 09:00:00
810,102085,7,5,685.0,4,380.0,2014-02-19,135096.8,20264.52,155361.32,0.0,2014-02-24,True,4,2014-02-24 09:00:00
811,102275,4,5,686.0,4,9688.0,2014-02-20,479262.0,71889.3,551151.3,0.0,2014-02-24,True,4,2014-02-24 09:00:00
812,102278,7,5,687.0,4,5673.0,2014-02-20,134756.8,20213.52,154970.32,0.0,2014-02-24,True,4,2014-02-24 09:00:00
813,102660,4,5,688.0,4,8562.0,2014-02-21,480132.0,72019.8,552151.8,0.0,2014-02-24,True,4,2014-02-24 09:00:00
814,102663,7,5,689.0,4,7774.0,2014-02-21,137778.4,20666.76,158445.16,0.0,2014-02-24,True,4,2014-02-24 09:00:00
815,103269,4,5,690.0,4,9074.0,2014-02-24,479658.0,71948.7,551606.7,0.0,2014-02-24,True,4,2014-02-24 09:00:00
816,103272,7,5,691.0,4,3054.0,2014-02-24,139895.2,20984.28,160879.48,0.0,2014-02-24,True,4,2014-02-24 09:00:00
817,103276,4,5,692.0,4,6065.0,2014-02-24,1752.0,262.8,2014.8,0.0,2014-02-24,True,4,2014-02-24 09:00:00
818,103278,7,5,693.0,4,5593.0,2014-02-24,1020.0,153.0,1173.0,0.0,2014-02-24,True,4,2014-02-24 09:00:00
819,103279,4,7,,4,,2014-02-24,0.0,0.0,-2755294.2,0.0,2014-02-24,True,4,2014-02-24 09:00:00
820,103280,7,7,,4,,2014-02-24,0.0,0.0,-784557.14,0.0,2014-02-24,True,4,2014-02-24 09:00:00
821,103458,4,5,694.0,4,5569.0,2014-02-25,480156.0,72023.4,552179.4,0.0,2014-03-03,True,16,2014-03-03 09:00:00
822,103461,7,5,695.0,4,3472.0,2014-02-25,140575.2,21086.28,161661.48,0.0,2014-03-03,True,16,2014-03-03 09:00:00
823,103834,4,5,696.0,4,1935.0,2014-02-26,480300.0,72045.0,552345.0,0.0,2014-03-03,True,16,2014-03-03 09:00:00
824,103837,7,5,697.0,4,7776.0,2014-02-26,142906.0,21435.9,164341.9,0.0,2014-03-03,True,16,2014-03-03 09:00:00
825,104246,4,5,698.0,4,2243.0,2014-02-27,483948.0,72592.2,556540.2,0.0,2014-03-03,True,16,2014-03-03 09:00:00
826,104249,7,5,699.0,4,5858.0,2014-02-27,142719.6,21407.94,164127.54,0.0,2014-03-03,True,16,2014-03-03 09:00:00
827,104573,4,5,700.0,4,7362.0,2014-02-28,487020.0,73053.0,560073.0,0.0,2014-03-03,True,16,2014-03-03 09:00:00
828,104576,7,5,701.0,4,678.0,2014-02-28,144249.6,21637.44,165887.04,0.0,2014-03-03,True,16,2014-03-03 09:00:00
829,105005,4,5,702.0,4,7564.0,2014-03-03,488064.0,73209.6,561273.6,0.0,2014-03-03,True,16,2014-03-03 09:00:00
830,105008,7,5,703.0,4,37.0,2014-03-03,144216.8,21632.52,165849.32,0.0,2014-03-03,True,16,2014-03-03 09:00:00
831,105012,4,5,704.0,4,7255.0,2014-03-03,1992.0,298.8,2290.8,0.0,2014-03-03,True,16,2014-03-03 09:00:00
832,105014,7,5,705.0,4,3711.0,2014-03-03,340.0,51.0,391.0,0.0,2014-03-03,True,16,2014-03-03 09:00:00
833,105015,4,7,,4,,2014-03-03,0.0,0.0,-2784702.0,0.0,2014-03-03,True,16,2014-03-03 09:00:00
834,105016,7,7,,4,,2014-03-03,0.0,0.0,-822258.28,0.0,2014-03-03,True,16,2014-03-03 09:00:00
835,105370,4,5,706.0,4,3653.0,2014-03-04,491844.0,73776.6,565620.6,0.0,2014-03-10,True,7,2014-03-10 09:00:00
836,105373,7,5,707.0,4,1805.0,2014-03-04,144896.8,21734.52,166631.32,0.0,2014-03-10,True,7,2014-03-10 09:00:00
837,105723,4,5,708.0,4,4335.0,2014-03-05,491394.0,73709.1,565103.1,0.0,2014-03-10,True,7,2014-03-10 09:00:00
838,105726,7,5,709.0,4,5975.0,2014-03-05,144480.0,21672.0,166152.0,0.0,2014-03-10,True,7,2014-03-10 09:00:00
839,106126,4,5,710.0,4,6316.0,2014-03-06,492228.0,73834.2,566062.2,0.0,2014-03-10,True,7,2014-03-10 09:00:00
840,106129,7,5,711.0,4,5034.0,2014-03-06,144063.2,21609.48,165672.68,0.0,2014-03-10,True,7,2014-03-10 09:00:00
841,106434,4,5,712.0,4,8755.0,2014-03-07,493842.0,74076.3,567918.3,0.0,2014-03-10,True,7,2014-03-10 09:00:00
842,106437,7,5,713.0,4,5739.0,2014-03-07,143646.4,21546.96,165193.36,0.0,2014-03-10,True,7,2014-03-10 09:00:00
843,106876,4,5,714.0,4,5456.0,2014-03-10,493464.0,74019.6,567483.6,0.0,2014-03-10,True,7,2014-03-10 09:00:00
844,106879,7,5,715.0,4,237.0,2014-03-10,145105.2,21765.78,166870.98,0.0,2014-03-10,True,7,2014-03-10 09:00:00
845,106881,4,5,716.0,4,7521.0,2014-03-10,864.0,129.6,993.6,0.0,2014-03-10,True,7,2014-03-10 09:00:00
846,106882,4,7,,4,,2014-03-10,0.0,0.0,-2833181.4,0.0,2014-03-10,True,7,2014-03-10 09:00:00
847,106883,7,7,,4,,2014-03-10,0.0,0.0,-830520.34,0.0,2014-03-10,True,7,2014-03-10 09:00:00
848,107271,4,5,717.0,4,1044.0,2014-03-11,495132.0,74269.8,569401.8,0.0,2014-03-17,True,11,2014-03-17 09:00:00
849,107274,7,5,718.0,4,2571.0,2014-03-11,144271.6,21640.74,165912.34,0.0,2014-03-17,True,11,2014-03-17 09:00:00
850,107500,4,5,719.0,4,7061.0,2014-03-12,495780.0,74367.0,570147.0,0.0,2014-03-17,True,11,2014-03-17 09:00:00
851,107503,7,5,720.0,4,4637.0,2014-03-12,143854.8,21578.22,165433.02,0.0,2014-03-17,True,11,2014-03-17 09:00:00
852,107741,4,5,721.0,4,1924.0,2014-03-13,495630.0,74344.5,569974.5,0.0,2014-03-17,True,11,2014-03-17 09:00:00
853,107744,7,5,722.0,4,5174.0,2014-03-13,143706.8,21556.02,165262.82,0.0,2014-03-17,True,11,2014-03-17 09:00:00
854,108224,4,5,723.0,4,2464.0,2014-03-14,497904.0,74685.6,572589.6,0.0,2014-03-17,True,11,2014-03-17 09:00:00
855,108227,7,5,724.0,4,1978.0,2014-03-14,147200.0,22080.0,169280.0,0.0,2014-03-17,True,11,2014-03-17 09:00:00
856,108656,4,5,725.0,4,9584.0,2014-03-17,498612.0,74791.8,573403.8,0.0,2014-03-17,True,11,2014-03-17 09:00:00
857,108659,7,5,726.0,4,163.0,2014-03-17,147803.2,22170.48,169973.68,0.0,2014-03-17,True,11,2014-03-17 09:00:00
858,108661,4,5,727.0,4,6854.0,2014-03-17,840.0,126.0,966.0,0.0,2014-03-17,True,11,2014-03-17 09:00:00
859,108663,7,5,728.0,4,1658.0,2014-03-17,1530.0,229.5,1759.5,0.0,2014-03-17,True,11,2014-03-17 09:00:00
860,108664,4,7,,4,,2014-03-17,0.0,0.0,-2856482.7,0.0,2014-03-17,True,11,2014-03-17 09:00:00
861,108665,7,7,,4,,2014-03-17,0.0,0.0,-837621.36,0.0,2014-03-17,True,11,2014-03-17 09:00:00
862,108883,4,5,729.0,4,9559.0,2014-03-18,499488.0,74923.2,574411.2,0.0,2014-03-24,True,17,2014-03-24 09:00:00
863,108886,7,5,730.0,4,5605.0,2014-03-18,150051.6,22507.74,172559.34,0.0,2014-03-24,True,17,2014-03-24 09:00:00
864,109207,4,5,731.0,4,4043.0,2014-03-19,502488.0,75373.2,577861.2,0.0,2014-03-24,True,17,2014-03-24 09:00:00
865,109210,7,5,732.0,4,6607.0,2014-03-19,151982.0,22797.3,174779.3,0.0,2014-03-24,True,17,2014-03-24 09:00:00
866,109452,4,5,733.0,4,209.0,2014-03-20,501420.0,75213.0,576633.0,0.0,2014-03-24,True,17,2014-03-24 09:00:00
867,109455,7,5,734.0,4,6411.0,2014-03-20,153605.2,23040.78,176645.98,0.0,2014-03-24,True,17,2014-03-24 09:00:00
868,109719,4,5,735.0,4,8673.0,2014-03-21,502800.0,75420.0,578220.0,0.0,2014-03-24,True,17,2014-03-24 09:00:00
869,109722,7,5,736.0,4,2715.0,2014-03-21,157158.8,23573.82,180732.62,0.0,2014-03-24,True,17,2014-03-24 09:00:00
870,110203,4,5,737.0,4,3016.0,2014-03-24,504678.0,75701.7,580379.7,0.0,2014-03-24,True,17,2014-03-24 09:00:00
871,110206,7,5,738.0,4,8884.0,2014-03-24,160449.2,24067.38,184516.58,0.0,2014-03-24,True,17,2014-03-24 09:00:00
872,110209,4,5,739.0,4,1042.0,2014-03-24,846.0,126.9,972.9,0.0,2014-03-24,True,17,2014-03-24 09:00:00
873,110211,7,5,740.0,4,3325.0,2014-03-24,153.6,23.04,176.64,0.0,2014-03-24,True,17,2014-03-24 09:00:00
874,110212,4,7,,4,,2014-03-24,0.0,0.0,-2888478.0,0.0,2014-03-24,True,17,2014-03-24 09:00:00
875,110213,7,7,,4,,2014-03-24,0.0,0.0,-889410.46,0.0,2014-03-24,True,17,2014-03-24 09:00:00
876,110443,4,5,741.0,4,5985.0,2014-03-25,504456.0,75668.4,580124.4,0.0,2014-03-31,True,16,2014-03-31 09:00:00
877,110446,7,5,742.0,4,2791.0,2014-03-25,159506.0,23925.9,183431.9,0.0,2014-03-31,True,16,2014-03-31 09:00:00
878,110857,4,5,743.0,4,2857.0,2014-03-26,507330.0,76099.5,583429.5,0.0,2014-03-31,True,16,2014-03-31 09:00:00
879,110860,7,5,744.0,4,1703.0,2014-03-26,160476.8,24071.52,184548.32,0.0,2014-03-31,True,16,2014-03-31 09:00:00
880,111095,4,5,745.0,4,4801.0,2014-03-27,508482.0,76272.3,584754.3,0.0,2014-03-31,True,16,2014-03-31 09:00:00
881,111098,7,5,746.0,4,5639.0,2014-03-27,161930.0,24289.5,186219.5,0.0,2014-03-31,True,16,2014-03-31 09:00:00
882,111319,4,5,747.0,4,2442.0,2014-03-28,508122.0,76218.3,584340.3,0.0,2014-03-31,True,16,2014-03-31 09:00:00
883,111322,7,5,748.0,4,576.0,2014-03-28,163213.2,24481.98,187695.18,0.0,2014-03-31,True,16,2014-03-31 09:00:00
884,111916,4,5,749.0,4,827.0,2014-03-31,511056.0,76658.4,587714.4,0.0,2014-03-31,True,16,2014-03-31 09:00:00
885,111919,7,5,750.0,4,3644.0,2014-03-31,164573.2,24685.98,189259.18,0.0,2014-03-31,True,16,2014-03-31 09:00:00
886,111922,4,5,751.0,4,3450.0,2014-03-31,1980.0,297.0,2277.0,0.0,2014-03-31,True,16,2014-03-31 09:00:00
887,111923,4,7,,4,,2014-03-31,0.0,0.0,-2922639.9,0.0,2014-03-31,True,16,2014-03-31 09:00:00
888,111924,7,7,,4,,2014-03-31,0.0,0.0,-931154.08,0.0,2014-03-31,True,16,2014-03-31 09:00:00
889,112236,4,5,752.0,4,2008.0,2014-04-01,512616.0,76892.4,589508.4,0.0,2014-04-07,True,3,2014-04-07 09:00:00
890,112239,7,5,753.0,4,9249.0,2014-04-01,163893.2,24583.98,188477.18,0.0,2014-04-07,True,3,2014-04-07 09:00:00
891,112598,4,5,754.0,4,6378.0,2014-04-02,515436.0,77315.4,592751.4,0.0,2014-04-07,True,3,2014-04-07 09:00:00
892,112601,7,5,755.0,4,7613.0,2014-04-02,164573.2,24685.98,189259.18,0.0,2014-04-07,True,3,2014-04-07 09:00:00
